103.102234	35.368477	91.414246	69.439995	
189.149414	102.278000	144.927109	159.148895	
248.829849	193.487900	158.405243	252.654510	
275.685181	299.127808	136.044662	334.626648	
266.809235	407.765808	87.304779	393.099945	
223.162552	507.645569	25.122904	421.103760	
149.468353	587.958496	-36.315052	417.485840	
53.701550	640.013489	-83.916557	386.834076	
-53.774380	658.177307	-107.796730	338.525513	
-161.328842	640.484375	-102.860237	285.056244	
-257.322723	588.849365	-69.624435	239.902206	
-331.367981	508.859985	-14.165231	215.228989	
-375.451721	409.172363	52.808826	219.787537	
-384.803406	300.574280	117.624397	257.308868	
-358.411011	194.817764	165.818954	325.643555	
-299.130646	103.347351	184.511414	416.787292	
-213.377365	36.061588	164.625870	517.813110	
-110.431030	0.241863	102.636940	612.601868	
-1.432076	-0.235561	1.565577	684.147644	
101.824089	34.680981	-128.948715	717.128723	
188.163513	101.212967	-273.550629	700.385376	
248.242889	192.160583	-412.964020	628.949402	
275.560699	297.681854	-526.470459	505.315155	
267.160706	406.357697	-594.760742	339.736298	
223.951874	506.427643	-602.784729	149.454178	
150.610138	587.062561	-542.209106	-43.093220	
55.072243	639.536438	-413.126862	-212.901657	
-52.323101	658.170837	-224.746613	-335.555756	
-159.954010	640.949158	5.088880	-390.525238	
-256.173126	589.735107	251.558273	-364.171906	
-330.568024	510.070801	485.542297	-252.057678	
-375.087982	410.577209	677.039795	-60.213676	
-384.915222	302.021118	798.920837	194.852097	
-358.986298	196.150009	830.555725	487.481018	
-300.107147	104.420822	760.852844	785.430176	
-214.649399	36.760101	590.288818	1053.423950	
-111.860947	0.489811	331.621216	1257.299316	
-2.865129	-0.465028	9.125367	1368.261963	
100.542976	33.998913	-343.630829	1366.730225	
187.172974	100.152092	-687.275269	1245.274048	
247.650131	190.835678	-981.021912	1010.240723	
275.429871	296.236267	-1187.473999	681.803955	
267.505951	404.947876	-1277.277954	292.349670	
224.735901	505.206146	-1233.058716	-116.687195	
151.748093	586.161560	-1052.128174	-499.229431	
56.440979	639.053467	-747.585754	-809.740234	
-50.871704	658.158142	-347.600983	-1008.598999	
-158.577026	641.408081	107.116066	-1067.040039	
-255.019516	590.615906	567.443604	-971.049255	
-329.762573	511.278198	981.148254	-723.714355	
-374.717834	411.980530	1298.808716	-345.679047	
-385.020416	303.468506	1479.660767	126.427933	
-359.555420	197.484863	1496.701782	643.493225	
-301.078552	105.498688	1340.417114	1149.019897	
-215.917953	37.464348	1020.639465	1585.300049	
-113.289337	0.744237	566.251282	1899.984619	
-4.298747	-0.687946	22.678459	2052.304199	
99.259308	33.322781	-552.620239	2018.207520	
186.178207	99.095924	-1096.223267	1793.783447	
247.051941	189.513779	-1545.735840	1396.506348	
275.292999	294.791718	-1846.927856	864.082825	
267.845276	403.536987	-1960.207275	250.942505	
225.514709	503.981628	-1865.661865	-377.306610	
152.882156	585.255920	-1566.041626	-950.897949	
57.807598	638.564697	-1087.272095	-1403.648560	
-49.420387	658.139160	-476.350647	-1680.566162	
-157.198029	641.860962	203.217728	-1744.449341	
-253.862091	591.491699	878.010803	-1580.696045	
-328.951965	512.482178	1472.621948	-1199.715698	
-374.341766	413.382416	1918.077881	-636.594482	
-385.119598	304.916565	2159.803955	52.037598	
-360.119110	198.822388	2164.218750	793.668274	
-302.045746	106.580940	1923.171387	1507.532715	
-217.183990	38.174206	1455.654419	2113.408691	
-114.717209	1.004882	806.515503	2540.619141	
-5.733938	-0.904723	42.226204	2736.234131	
97.972107	32.652042	-755.902710	2671.523193	
185.178284	98.043800	-1500.369385	2345.883057	
246.447510	188.194138	-2107.072021	1787.725952	
275.149475	293.347351	-2504.793701	1052.143433	
268.178192	402.124207	-2643.510010	215.519806	
226.288040	502.753296	-2500.559326	-632.386169	
154.012207	584.344971	-2083.922607	-1398.070190	
59.172081	638.069763	-1432.169922	-1994.590454	
-47.969131	658.113770	-610.992249	-2351.417725	
-155.817047	642.307861	293.384094	-2422.714355	
-252.700821	592.362549	1183.242798	-2193.076904	
-328.136078	513.682678	1959.935669	-1680.033936	
-373.959564	414.782684	2534.812500	-932.942810	
-385.212402	306.365082	2839.312012	-28.314003	
-360.676910	200.162399	2833.068359	937.998352	
-303.008179	107.667442	2509.082275	1860.948975	
-218.446884	38.889626	1895.308594	2637.720215	
-116.143906	1.271801	1052.399780	3179.166748	
-7.170045	-1.115188	67.767151	3420.012939	
96.681999	31.986969	-953.467041	3326.640137	
184.173660	96.996262	-1899.696167	2901.537598	
245.837036	186.877457	-2665.002930	2183.871582	
274.999146	291.903992	-3161.036133	1245.968384	
268.504211	400.710327	-3327.146973	186.076401	
227.055069	501.521881	-3137.712646	-881.918030	
155.137192	583.429260	-2605.736816	-1840.726318	
60.533215	637.568787	-1782.253418	-2582.536377	
-46.519203	658.081726	-751.511108	-3021.116943	
-154.435303	642.748230	377.617188	-3101.795898	
